player,club,games_played,games_started,mins,sub,goals,pass,assists,total_scoring_attempts,on_target_scoring_attempts,key_passes,expected_goals,fouls,fouls_suffered,offside,yellow_cards,total_red_cards
theo-corbeanu,TOR,4,2,202,2,0,82.9,0,5,1,5,0.3,2,1,3,0
matthew-corcoran,NSH,2,2,148,0,0,81.9,0,0,0,0,0,3,0,0,1
carlos-miguel-coronel,RBNY,5,5,450,0,0,57.5,0,0,0,0,0,0,0,0,0
brandan-craig,MTL,2,1,106,1,0,91,0,0,0,0,0,3,0,0,1
benjamin-cremaschi,MIA,5,4,289,1,0,78.6,2,1,1,3,0.1,6,1,0,3
maxime-crepeau,POR,1,1,90,0,0,57.8,0,0,0,0,0,0,0,0,0
pedro-cruz,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
andres-cubas,VAN,5,5,381,0,0,90.9,0,0,0,1,0,11,7,0,1
christopher-cupps,CHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jacob-davis,SKC,6,6,499,0,0,82.9,1,3,0,6,0.16,10,2,0,2
pedro-de-la-vega,SEA,3,1,84,2,0,80.4,0,1,0,1,0.06,0,2,0,0
artur,HOU,6,6,540,0,0,88.3,0,3,0,4,0.12,7,7,0,1
daniel,SJ,6,6,540,0,0,67.6,0,0,0,0,0,0,3,0,1
jonathan-dean,CHI,4,4,275,0,0,78,0,2,1,4,0.11,3,1,0,0
patrickson-delgado,DAL,5,2,146,3,0,92.5,0,1,0,1,0.07,0,4,0,0
marky-delgado,LAFC,6,5,415,1,0,86,2,1,0,7,0.58,4,9,0,0
mikkel-desler,ATX,3,3,239,0,0,80.7,0,2,0,3,0.13,3,4,0,1
djibril-diani,CLT,4,0,81,4,0,91.5,0,1,0,0,0.06,5,2,0,1
jefferson-diaz,MIN,5,3,273,2,0,70.2,1,1,0,4,0.03,2,1,0,0
luis-diaz-espinoza,NE,5,0,70,5,0,79,0,3,0,1,0.09,4,7,2,0
griffin-dillon,RSL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hamady-diop,SD,2,0,44,2,0,96.7,0,0,0,2,0,0,0,0,0
derek-dodson,DC,3,0,87,3,0,75.7,0,1,0,1,0.17,1,0,0,1
ronald-donkor,RBNY,2,0,22,2,0,50,0,0,0,0,0,0,1,0,0
chris-donovan,PHI,5,0,48,5,0,77.8,1,2,0,0,0.33,0,3,0,0
griffin-dorsey,HOU,6,6,540,0,0,82.9,1,6,0,5,0.79,8,4,0,1
carlos-joaquim-antunes-dos-santos,SD,6,6,540,0,0,89,0,0,0,0,0,0,0,0,0
souleyman-doumbia,CLT,2,2,180,0,0,87.1,0,0,0,0,0,2,1,0,0
manu-duah,SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nicolas-dubersarsky,ATX,3,0,15,3,0,71.4,0,0,0,0,0,0,0,0,0
erik-duenas,HOU,5,0,67,5,0,81.8,1,1,1,3,0.06,3,0,0,1
morris-duggan,MIN,6,6,540,0,0,79.5,1,2,2,5,0.57,3,0,2,0
bryce-duke,MTL,6,4,362,2,0,80.5,1,6,3,3,0.92,3,8,0,0
chris-durkin,STL,5,4,343,1,0,71.7,0,4,0,0,0.1,10,5,1,2
daniel-edelman,RBNY,6,6,533,0,0,88,0,2,1,2,0.07,2,14,0,0
matthew-edwards,ATL,6,4,350,2,0,83.1,0,1,1,6,0.14,8,8,0,2
michael-edwards,COL,1,0,26,1,0,81.8,0,0,0,0,0,0,0,0,0
raheem-edwards,RBNY,5,3,335,2,0,80.5,1,3,0,0,0.55,9,5,0,1
earl-edwards-jr,SJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
noah-eile,RBNY,6,6,540,0,0,86.8,0,5,3,1,1.08,10,4,0,2
jack-elliott,CHI,6,6,540,0,0,82.6,1,7,1,2,0.63,9,3,1,1
emeka-eneli,RSL,5,4,405,1,0,88.3,1,3,1,5,0.15,5,10,0,0
lukas-engel,CIN,6,6,496,0,0,74.7,0,2,0,6,0.27,2,4,0,1
ramiro-enrique,ORL,5,2,175,3,0,82.2,1,3,1,0,0.71,3,2,0,0
cristian-espinoza,SJ,6,6,540,0,0,77.6,3,7,3,27,0.33,7,4,1,2
ascel-essengue-x9275,LA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
derrick-etienne-jr,TOR,4,1,115,3,0,81.8,1,1,0,2,0.08,5,2,1,1
ali-fadal,COL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
diego-fagundez,LA,6,6,532,0,0,88.5,0,7,0,10,0.22,5,7,0,2
maximiliano-falcon,MIA,2,2,180,0,0,92,0,0,0,0,0,0,2,0,1
marco-farfan,DAL,6,5,465,1,0,83.3,0,3,0,5,0.24,9,7,1,0
bryant-farkarlun,ATX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jordan-farr,DC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
andrew-farrell,NE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mohamed-farsi,CLB,4,4,352,0,0,88.7,1,5,3,7,1.11,4,3,1,1
ilay-feingold,NE,5,4,375,1,0,82.3,0,1,0,2,0.02,5,14,2,3
joaquin-fernandez,SKC,4,4,342,0,0,93,0,0,0,0,0,7,2,0,2
omir-fernandez,COL,6,0,125,6,0,75.7,2,2,0,7,0.14,3,3,0,0
jesus-ferreira,SEA,6,4,347,2,0,83.4,2,4,1,6,0.18,5,1,1,1
kaick,DAL,1,0,15,1,0,60,0,0,0,0,0,1,0,0,0
reid-fisher,TOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nicolas-fleuriau-chateau,VAN,2,0,7,2,0,100,0,2,1,0,0.37,1,1,0,0
gilberto-flores-x2345,CIN,5,4,358,1,0,84.2,0,2,0,0,0.08,2,2,0,1
max-floriani,SJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cj-fodrey,ATX,2,0,4,2,0,0,0,0,0,0,0,0,0,1,0
mamadou-fofana,NE,5,5,450,0,0,90,0,0,0,1,0,3,2,1,1
ajani-fortune,ATL,4,1,148,3,0,94.4,0,1,1,1,0.05,3,3,0,0
jimer-fory,POR,6,6,509,0,0,82.8,1,2,1,3,0.03,11,6,1,4
kobe-franklin,TOR,1,0,18,1,0,87.5,0,0,0,0,0,0,1,0,0
ian-fray,MIA,4,2,288,2,0,86.8,0,2,1,0,0.12,7,8,1,0
wayne-frederick,COL,3,1,84,2,0,82.9,0,0,0,0,0,3,0,0,1
matt-freese,NYC,6,6,540,0,0,76.9,0,0,0,0,0,0,0,0,1
stefan-frei,SEA,5,5,450,0,0,73.7,0,0,0,0,0,0,1,0,0
julian-gaines,NSH,1,0,10,1,0,100,0,0,0,0,0,0,0,0,0
jeffrey-gal,CHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pedro-gallese,ORL,5,5,450,0,0,67.4,0,0,0,0,0,0,4,0,1
ignatius-ganago,NE,5,5,450,0,0,76.8,0,9,4,4,0.55,7,12,2,1
manu-garcia,SKC,6,5,495,1,0,81.4,1,7,2,11,0.45,4,7,1,0
luka-gavran,TOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
owen-gene,MIN,5,0,98,5,0,82.9,0,0,0,1,0,3,1,0,0
joran-gerbet,ORL,5,1,118,4,0,93.7,0,0,0,0,0,3,7,0,0
blake-gillingham,HOU,2,1,113,1,0,53.7,0,0,0,0,0,0,1,0,0
olivier-giroud,LAFC,3,1,114,2,0,80.8,0,2,2,0,0.4,1,1,1,0
justen-glad,RSL,6,6,540,0,0,89.3,0,2,0,4,0.21,5,3,0,1
omari-glasgow,CHI,5,1,147,4,0,73.1,0,2,1,1,0.21,3,3,0,0
jakob-glesnes,PHI,6,6,540,0,0,79.8,0,2,1,3,0.04,12,4,0,1
anibal-godoy,SD,5,5,391,0,0,92.4,1,4,2,0,0.22,5,6,0,2
antonio-gomez,ATX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yeimar-gomez-andrade,SEA,5,5,450,0,0,87.7,0,6,1,1,0.33,8,7,1,0
nicksoen-gomis,TOR,4,4,325,0,0,82.9,0,0,0,0,0,3,2,0,0
diego-gonzalez,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
omar-gonzalez,CHI,1,0,6,1,0,25,0,0,0,0,0,0,0,0,0
ashton-gordon,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zavier-gozo,RSL,1,0,45,1,0,76.9,0,0,0,1,0,1,0,0,0
owen-graham-roache,MTL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tayvon-gray,NYC,1,1,8,0,0,75,0,0,0,0,0,0,0,0,0
stian-gregersen,ATL,5,5,428,0,0,85.6,0,3,0,0,0.52,9,7,0,1
julian-gressel,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aleksandr-guboglo,MTL,5,4,359,1,0,85.7,0,2,1,2,0.2,4,9,0,0
gage-guerra,POR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
colin-guske,ORL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brad-guzan,ATL,6,6,540,0,0,69.5,0,0,0,0,0,0,0,0,1
justin-haak,NYC,6,6,540,0,0,85,0,2,1,1,0.18,7,8,0,0
taha-habroune,CLB,1,0,6,1,0,66.7,0,0,0,0,0,0,1,0,0
alexander-hack,RBNY,5,5,394,0,0,77.1,0,5,3,2,0.64,5,0,0,1
teenage-hadebe,CIN,4,3,300,1,0,81.8,0,1,0,0,0.06,4,1,0,0
nick-hagglund,CIN,2,2,90,0,0,83.3,0,1,1,0,0.15,1,0,0,0
maren-haile-selassie,CHI,3,0,58,3,0,75,0,0,0,0,0,1,1,1,0
belal-halbouni,VAN,1,0,4,1,0,100,0,0,0,0,0,0,0,0,0
julian-hall,RBNY,4,1,82,3,0,69.2,0,2,1,1,0.52,2,0,0,0
michael-halliday-x8049,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bret-halsey,CIN,1,0,32,1,0,71.4,0,0,0,1,0,0,0,0,0
nicolas-defreitas-hansen,COL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ian-harkes,SJ,6,6,505,0,0,86.1,0,6,4,6,0.26,13,6,0,1
cameron-harper,RBNY,2,2,135,0,0,81.7,0,4,0,1,0.28,0,2,0,0
nathan-harriel,PHI,3,2,205,1,0,81.4,0,2,0,1,0.4,2,6,0,0
alex-harris-x4940,COL,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
carlos-harvey,MIN,5,3,295,2,0,75.8,0,1,0,2,0.05,3,2,0,0
thomas-hasal,LAFC,1,1,90,0,0,69.2,0,0,0,0,0,0,0,0,0
stuart-hawkins,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kobi-henry,RSL,3,0,39,3,0,66.7,0,1,0,0,0.02,0,1,0,0
fabian-herbers,MTL,4,3,203,1,0,75.6,0,4,0,3,0.25,4,4,0,1
ronald-hernandez,ATL,2,1,109,1,0,83,0,0,0,0,0,1,2,0,0
aaron-herrera,DC,6,6,483,0,0,81.7,1,4,2,10,0.23,6,3,0,3
andres-herrera,CLB,5,3,302,2,0,81.8,1,6,0,5,0.21,1,5,2,0
jayden-hibbert,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bode-hidalgo,RSL,5,1,175,4,0,84.7,0,2,2,2,0.5,2,0,0,1
kyle-hiebert,STL,6,6,521,0,0,79.8,1,0,0,3,0,3,2,0,2
brendan-hines-ike,ATX,6,6,540,0,0,90.9,0,0,0,0,0,5,4,0,0
bongokuhle-hlongwane,MIN,6,6,537,0,0,77.2,1,8,3,4,1.64,13,10,1,0
odin-holm,LAFC,2,0,29,2,0,87.5,0,0,0,1,0,0,0,0,0
jannes-horn,STL,6,6,491,0,0,83.4,0,2,0,3,0.05,2,5,0,2
keegan-hughes,NE,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
dominik-iankov,MTL,2,0,10,2,0,100,0,1,0,2,0.06,0,2,0,0
sebastien-ibeagha,DAL,6,6,540,0,0,83.3,0,0,0,1,0,5,0,0,2
sunusi-ibrahim,MTL,5,0,45,5,0,88.9,0,7,1,2,1.72,1,0,0,0
lorenzo-insigne,TOR,2,2,180,0,0,83.1,1,3,0,2,0.27,0,3,1,0
aljaz-ivacic,NE,5,5,450,0,0,67.5,0,0,0,0,0,0,0,0,0
ousman-jabang,MTL,1,1,89,0,0,83.8,0,0,0,0,0,1,1,0,1
aziel-jackson,CLB,6,1,169,5,0,84.1,0,7,2,2,0.39,4,7,0,0
ian-james,SKC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
robin-jansson,ORL,4,4,360,0,0,86,0,0,0,0,0,2,4,0,1
aiden-jarvis,RBNY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mohanad-jeahze,DC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
danley-jean-jacques,PHI,5,5,420,0,0,81.6,0,4,1,3,0.4,6,2,0,0
sang-bin-jeong,MIN,5,1,148,4,0,65.8,0,3,1,3,0.84,3,2,0,1
igor-jesus,LAFC,6,5,429,1,0,88,0,3,0,2,0.2,5,7,0,1
stiven-jimenez,CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sean-johnson,TOR,6,6,540,0,0,68.3,0,0,0,0,0,0,1,0,0
derrick-jones,CLB,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
dejuan-jones,CLB,4,3,246,1,0,84.3,1,2,1,3,0.12,2,1,1,0
kim-joon-hong,DC,6,6,540,0,0,62.9,0,0,0,0,0,0,0,0,1
preston-judd,SJ,5,2,171,3,0,62.1,0,6,2,2,0.54,3,5,0,0
hoyeon-jung,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sam-junqua,RSL,6,3,336,3,0,78.3,0,2,0,4,0.26,2,7,0,0
zanka,LA,5,4,375,1,0,89.9,1,0,0,1,0,3,0,0,0
kristijan-kahlina,CLT,6,6,540,0,0,77.7,0,0,0,0,0,0,0,0,0
bernard-kamungo,DAL,4,1,130,3,0,70.6,0,1,1,1,0.06,1,2,1,1
sean-karani,LA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alexandros-katranis,RSL,4,3,204,1,0,69.5,0,2,1,7,0.09,5,2,1,1
mark-anthony-kaye,SJ,6,1,175,5,0,79,1,1,0,2,0.05,5,4,0,1
henry-kessler,STL,6,6,540,0,0,91,1,2,0,3,0.11,7,6,1,1
kim-kee-hee,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
joao-klauss,STL,5,2,222,3,0,71.8,0,6,3,0,0.36,7,6,0,0
eric-klein,NE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mateusz-klich,ATL,4,2,164,2,0,89.6,0,0,0,2,0,2,1,0,1
zan-kolmanic,ATX,3,1,101,2,0,76.5,0,0,0,1,0,0,1,1,0
diego-konincks,CHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stas-korzeniowski,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sebastian-kowalczyk,HOU,6,6,515,0,0,89.6,0,2,0,1,0.09,8,15,0,1
damir-kreilach,VAN,1,0,3,1,0,0,0,0,0,0,0,0,1,0,0
willy-kumado,SD,6,2,227,4,0,89.3,0,1,0,1,0.01,1,2,1,1
luca-langoni,NE,5,4,318,1,0,83.3,0,2,0,2,0.04,4,4,1,2
stanislav-lapkes,CLB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lassi-lappalainen,CLB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oliver-larraz,COL,6,6,455,0,0,83.3,3,6,0,6,0.55,9,3,1,0
richie-laryea,TOR,2,2,112,0,0,74.3,0,0,0,0,0,1,3,0,0
ariel-lassiter,POR,5,2,152,3,0,92.1,0,4,1,0,0.22,0,3,0,0
randall-leal,DC,1,0,19,1,0,88,0,0,0,0,0,1,2,0,0
isaiah-leflore,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tim-leibold,SKC,3,1,90,2,0,87.5,1,3,1,2,0.26,1,2,1,2
brooks-lennon,ATL,3,3,263,0,0,86.4,1,0,0,3,0,3,4,0,0
tucker-lepley,LA,4,3,238,1,0,87.6,0,4,3,3,0.21,0,6,0,0
danny-leyva,SEA,4,2,168,2,0,89.8,0,5,1,1,0.18,1,3,0,0
nick-lima,SJ,4,2,173,2,0,83.9,0,3,0,5,0.21,3,3,0,0
kyle-linhares,POR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sebastian-lletget,DAL,6,6,500,0,0,90.6,1,5,2,3,0.85,5,7,0,1
hugo-lloris,LAFC,5,5,450,0,0,69.8,0,0,0,0,0,0,0,0,0
saba-lobjanidze,ATL,6,6,484,0,0,79.1,3,14,3,12,1.56,1,2,2,0
robin-lod,MIN,5,4,354,1,0,83.3,2,5,2,9,0.23,6,10,1,0
jasper-loffelsend,SD,6,4,346,2,0,80.3,1,2,0,4,0.16,1,8,0,0
kevin-long,TOR,5,5,404,0,0,87.3,0,0,0,0,0,5,4,0,1
matty-longstaff,TOR,4,3,286,1,0,87.5,0,1,0,3,0.05,2,4,0,1
hernan-lopez,SJ,2,2,120,0,0,61.5,0,4,3,1,0.42,4,4,0,1
victor-loturi,MTL,6,4,365,2,0,85.7,0,2,1,1,0.23,7,6,0,2
evan-louro,CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
daniel-lovitz,NSH,6,6,539,0,0,80.1,3,4,1,5,0.25,12,2,0,0
hirving-lozano,SD,3,2,137,1,0,81.3,1,7,2,3,1,5,2,0,1
gonzalo-lujan,MIA,4,3,301,1,0,87.2,0,0,0,1,0,1,1,0,0
ben-lundt,STL,3,3,270,0,0,67.4,0,0,0,0,0,0,1,0,0
liam-mackenzie-x1078,VAN,1,1,64,0,0,81.8,1,0,0,0,0,1,0,0,0
jack-maher,NSH,6,6,540,0,0,92.1,0,2,0,0,0.71,0,2,0,0
olwethu-makhanya,PHI,5,4,360,1,0,80.1,0,3,0,0,0.27,7,4,0,1
peter-mangione,CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jt-marcinkowski,LA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anthony-marcucci,RBNY,1,1,90,0,0,51.9,0,0,0,0,0,0,0,0,0
dominik-marczuk,RSL,4,4,255,0,0,67.1,2,6,1,2,0.54,0,5,1,0
paul-marie,SJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anthony-markanich,MIN,6,4,390,2,0,63.9,0,3,1,3,0.21,9,4,2,0
jahkeele-marshall-rutty,MTL,5,2,227,3,0,76.6,0,3,1,0,0.14,2,4,0,1
hector-david-martinez,MIA,1,0,9,1,0,0,0,0,0,0,0,0,0,0,0
thiago-martins-bueno,NYC,5,4,375,1,0,86.1,0,1,0,0,0.01,2,1,0,0
jimmy-maurer,HOU,2,1,120,1,0,61.5,0,0,0,0,0,0,0,0,0
andreas-maxso,COL,4,4,360,0,0,86.3,0,2,0,1,0.15,1,2,1,0
olivier-mbaizo,PHI,2,1,92,1,0,67.9,0,0,0,0,0,2,0,0,1
kenji-mboma-dem,CIN,1,0,5,1,0,100,0,0,0,0,0,0,0,0,0
john-mccarthy,LA,3,3,270,0,0,52.2,0,0,0,0,0,0,0,0,0
jack-mcglynn,HOU,5,5,437,0,0,88.2,2,7,2,13,0.31,3,3,0,0
zac-mcgraw,POR,4,3,241,1,0,89.4,0,0,0,0,0,3,2,0,2
duncan-mcguire,ORL,3,0,29,3,0,81.8,0,4,0,3,0.53,0,0,0,0
paddy-mcnair,SD,5,5,415,0,0,93.3,0,5,2,2,0.41,2,3,1,0
adri-mehmeti,RBNY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jose-carlos-mercado,ORL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
loic-mesanvi,MIN,1,0,5,1,0,75,0,0,0,0,0,0,0,0,0
wyatt-meyer,NSH,3,2,149,1,0,89,0,2,0,0,0.09,1,2,0,0
novak-micovic,LA,3,3,270,0,0,75.6,0,0,0,0,0,0,0,0,0
peyton-miller,NE,1,1,65,0,0,66.7,0,1,0,0,0.03,0,3,0,0
kamal-miller,POR,5,4,279,1,0,86.3,0,0,0,0,0,5,2,0,0
eric-miller,POR,5,2,270,3,0,76,0,0,0,2,0,2,0,0,0
harbor-miller,LA,3,2,155,1,0,85.5,0,1,0,2,0.17,5,4,1,1
jansen-miller,SKC,3,2,225,1,0,79,0,1,1,0,0.15,3,3,0,1
georgi-minoungou,SEA,6,3,263,3,0,80.2,2,9,2,8,0.62,5,5,2,0
joao-paulo,SEA,3,3,211,0,0,89.5,0,2,0,3,0.15,3,10,0,0
shakur-mohammed,ORL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
peter-molinari,NYC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zane-monlouis,TOR,5,3,289,2,0,85.1,0,1,0,0,0.05,0,0,0,0
shaquell-moore,DAL,6,6,539,0,0,78.4,0,7,1,3,0.66,9,4,0,1
efrain-morales,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santiago-morales,MIA,1,0,8,1,0,100,0,0,0,0,0,0,0,0,0
alfredo-morales,STL,6,1,179,5,0,79.8,0,1,0,1,0.1,2,1,0,1
maximiliano-moralez,NYC,6,6,497,0,0,81.7,1,6,2,8,0.43,7,13,2,1
steven-moreira,CLB,3,2,204,1,0,88.9,1,1,0,2,0.03,1,0,0,0
santiago-moreno,POR,4,3,305,1,0,79.3,2,6,2,5,0.72,5,6,0,0
lewis-morgan,RBNY,1,1,90,0,0,82.1,0,3,0,1,0.16,0,1,0,0
juan-mosquera,POR,2,1,104,1,0,76.8,0,2,0,2,0.33,0,1,0,0
cole-mrowka,CLB,1,0,24,1,0,88.5,0,1,1,1,0.04,1,1,0,0
daniel-munie,SJ,1,0,17,1,0,66.7,0,0,0,0,0,1,0,0,0
ian-murphy,COL,5,4,359,1,0,84.5,0,1,1,1,0.01,2,1,0,0
trey-muse,POR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
danny-musovski,SEA,4,1,130,3,0,82.3,0,4,2,1,0.86,3,3,3,0
tristan-muyumba,ATL,4,3,225,1,0,92.6,0,4,2,3,0.7,3,1,0,1
darlington-nagbe,CLB,6,6,516,0,0,92.5,0,2,1,3,0.1,4,14,0,0
matheus-nascimento,LA,3,0,45,3,0,71.4,0,0,0,1,0,1,0,0,0
logan-ndenbe,SKC,6,5,450,1,0,79.7,0,4,0,4,0.2,4,8,2,1
dylan-nealis,RBNY,5,4,391,1,0,81.2,0,4,1,3,0.2,3,4,0,0
sean-nealis,RBNY,6,6,540,0,0,92.4,0,1,0,1,0.11,6,0,0,2
john-nelson,LA,3,3,220,0,0,89.7,0,0,0,0,0,2,0,0,0
,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enzo-newman,DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jean-claude-ngando,VAN,5,3,353,2,0,83.1,1,4,1,7,0.55,5,5,1,1
serge-ngoma,RBNY,3,0,71,3,0,81.3,0,3,1,2,0.14,4,3,1,1
kenneth-nielsen,LAFC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
joakim-nilsson,STL,3,1,66,2,0,89.5,0,0,0,0,0,1,0,0,0
nolan-norris,DAL,1,1,75,0,0,69.2,0,0,0,1,0,3,0,0,0
tsiki-ntsabeleng,DAL,6,0,153,6,0,85.7,0,5,1,2,0.29,0,2,0,0
obinna-nwobodo,CIN,6,5,416,1,0,87.3,0,1,0,2,0.06,5,5,0,3
ethan-o-brien,NSH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mark-o-neill,VAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kevin-o-toole,NYC,5,5,425,0,0,86,0,0,0,3,0,7,1,1,1
jader-obrian,ATX,6,2,197,4,0,77.4,0,5,1,1,0.76,2,7,2,2
edier-ocampo,VAN,5,2,253,3,0,84.5,0,7,1,2,0.37,4,8,0,2
david-ochoa,LAFC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
agustin-ojeda,NYC,6,1,183,5,0,84.8,0,3,0,2,0.15,1,3,1,0
braian-ojeda,RSL,6,6,488,0,0,89.2,0,4,2,0,0.31,11,15,0,1
christian-olivares,STL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
christopher-olney-jr,PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wyatt-omsberg,NE,1,1,37,0,0,66.7,0,0,0,0,0,0,0,0,0
kwadwo-opoku,MTL,4,2,132,2,0,76.9,0,1,1,0,0.09,0,3,0,1
sergio-oregel,CHI,6,6,509,0,0,88.9,1,2,0,2,0.09,7,7,0,1
luca-orellano,CIN,4,4,330,0,0,79.3,0,17,9,2,0.9,1,7,0,0
julio-ortiz,POR,5,3,197,2,0,90.3,0,1,0,0,0.01,4,1,0,1
