name;club;games_played;games_started;mins;goals_against;aerial_duels;areial_duel_perc;clearances;fouls;interception
giles-barnes;HOU;34;34;3028;58;197;43.1;20;52;12
dan-kennedy;CHV;33;33;2957;57;14;92.9;21;2;2
marvell-wynne;COL;28;27;2404;54;61;45.9;99;20;54
nick-labrocca;COL;31;29;2584;53;42;45.2;37;38;44
kofi-sarkodie;HOU;32;32;2872;52;54;53.7;59;43;28
raymon-gaddis;PHI;34;34;3051;51;38;36.8;68;37;73
deshorn-brown;COL;30;26;2288;50;81;35.8;14;31;11
jon-busch;SJ;34;34;3060;50;15;93.3;29;0;1
stefan-frei;SEA;34;34;3060;50;13;84.6;15;0;2
jeff-larentowicz;CHI;33;33;2970;50;89;58.4;107;51;72
luis-robles;RBNY;34;34;3060;50;14;100;42;0;2
osvaldo-alonso;SEA;33;33;2952;49;25;72;56;45;73
clint-irwin;COL;26;25;2336;49;12;91.7;32;0;4
sean-johnson;CHI;33;33;2970;49;13;100;48;0;3
amobi-okugo;PHI;32;31;2797;49;101;56.4;99;39;69
felipe-martins;MTL;31;28;2456;48;41;21.9;17;43;27
diego-valeri;POR;33;32;2763;47;72;36.1;7;24;14
sam-cronin;SJ;31;30;2627;46;45;53.3;71;36;57
david-horst;HOU;31;31;2653;46;180;73.3;206;37;71
will-johnson;POR;29;29;2526;46;45;51.1;53;25;37
justin-morrow;TOR;31;30;2676;46;83;48.2;89;29;77
eric-avila;CHV;29;26;2171;45;24;41.7;37;23;43
joe-bendik;TOR;27;27;2430;45;8;75;30;1;1
diego-chara;POR;31;31;2745;45;28;53.6;59;83;59
zac-macmath;PHI;29;29;2610;45;10;90;45;2;3
dillon-powers;COL;30;27;2328;45;80;38.8;19;25;12
lloyd-sam;RBNY;32;32;2832;45;25;32;13;30;23
marc-burch;COL;22;21;1899;44;27;48.1;36;21;53
tally-hall;HOU;24;24;2150;44;12;91.7;21;2;0
chris-klute;COL;25;24;2132;44;45;44.4;60;20;54
chad-marshall;SEA;31;31;2790;44;171;73.7;206;20;137
jose-mari;COL;20;20;1745;44;82;51.2;38;22;37
darlington-nagbe;POR;32;30;2681;44;49;49;9;13;6
donovan-ricketts;POR;32;32;2861;44;7;100;23;2;3
eric-alexander;RBNY;34;30;2641;43;51;41.2;18;11;39
hassoun-camara;MTL;28;26;2365;43;125;68.8;103;56;92
thierry-henry;RBNY;30;30;2651;43;55;45.5;25;33;18
dax-mccarty;RBNY;31;29;2661;43;54;53.7;23;26;57
lovel-palmer;CHI;30;29;2625;43;81;51.9;115;31;86
andres-romero;MTL;29;25;2185;43;13;15.4;8;37;18
michael-bradley;TOR;25;25;2198;42;16;43.8;21;26;40
steve-clark;CLB;34;34;3060;42;18;100;41;0;4
maurice-edu;PHI;31;31;2789;42;98;49;88;46;69
boniek-garcia;HOU;27;26;2206;42;34;58.8;7;39;18
obafemi-martins;SEA;31;29;2600;42;63;33.3;2;25;4
jamison-olave;RBNY;28;28;2519;42;115;57.4;170;42;98
erick-torres;CHV;29;29;2510;42;189;34.4;37;50;11
corey-ashe;HOU;21;20;1879;41;17;64.7;47;11;35
will-bruin;HOU;27;24;2074;41;86;30.2;16;18;7
jordan-stewart;SJ;30;29;2593;41;62;50;94;36;53
tony-tchani;CLB;33;33;2942;41;91;62.6;71;56;49
quincy-amarikwa;CHI;32;29;2549;40;177;31.6;12;57;7
andrew-farrell;NE;32;32;2840;40;70;58.6;163;18;75
lee-nguyen;NE;32;32;2750;40;13;30.8;6;50;21
vincent-nogueira;PHI;29;28;2498;40;19;26.3;1;14;23
david-ousted;VAN;34;34;3060;40;20;90;31;1;4
bobby-shuttleworth;NE;32;32;2880;40;12;100;25;0;2
donny-toia;CHV;27;24;2240;40;79;55.7;114;28;60
chris-wondolowski;SJ;26;26;2340;40;137;43.8;19;24;7
deandre-yedlin;SEA;25;25;2220;40;29;69;78;45;69
victor-bernardez;SJ;26;25;2231;39;116;71.5;184;29;76
matt-hedges;DAL;32;32;2790;39;136;60.3;228;29;103
lamar-neagle;SEA;32;27;2248;39;123;49.6;21;41;42
seth-sinovic;SKC;31;31;2755;39;93;48.4;92;51;76
a-j-soares;NE;32;32;2806;39;120;50.8;183;44;78
jermaine-taylor;HOU;24;23;2012;39;113;58.4;124;34;88
bradley-wright-phillips;RBNY;32;29;2573;39;181;30.9;12;45;11
teal-bunbury;NE;31;28;2446;38;179;35.8;16;48;20
clint-dempsey;SEA;26;23;2132;38;62;35.5;9;34;7
jose-goncalves;NE;27;27;2381;38;120;67.5;174;33;55
nick-hagglund;TOR;25;23;2088;38;123;70.7;157;22;76
luke-moore;TOR;27;22;1977;38;164;44.5;15;31;5
jonathan-osorio;TOR;27;24;2039;38;21;28.6;28;16;18
shea-salinas;SJ;31;30;2471;38;35;37.1;8;31;25
harry-shipp;CHI;33;26;2346;38;33;33.3;14;10;24
bobby-boswell;DC;34;34;3045;37;133;62.4;234;36;76
ricardo-clark;HOU;25;24;2087;37;67;61.2;33;33;33
jordan-harvey;VAN;33;33;2939;37;104;45.2;88;33;61
michael-parkhurst;CLB;33;32;2806;37;71;49.3;165;11;90
bakary-soumare;CHI;26;25;2275;37;77;68.8;137;33;76
nat-borchers;RSL;32;32;2856;36;141;60.3;197;19;65
benny-feilhaber;SKC;31;30;2607;36;36;41.7;16;44;40
pedro-morales;VAN;33;28;2554;36;39;35.9;6;19;8
kelyn-rowe;NE;27;21;1960;36;76;40.8;10;19;14
mark-bloom;TOR;26;26;2290;35;81;51.9;88;21;61
andrew-driver;HOU;34;22;1897;35;31;29;26;25;21
matteo-ferrari;MTL;25;25;2148;35;103;71.8;132;36;101
matias-laba;VAN;32;31;2738;35;66;48.5;56;61;87
troy-perkins;MTL;21;21;1890;35;10;90;21;0;1
sheanon-williams;PHI;24;23;2088;35;66;56.1;74;24;39
tony-beltran;RSL;29;28;2483;34;59;37.3;78;39;52
fabian-castillo;DAL;27;26;2282;34;35;20;4;30;16
brad-davis;HOU;25;25;2072;34;41;39;21;23;23
dom-dwyer;SKC;33;31;2724;34;171;36.3;32;64;3
bill-hamid;DC;30;30;2700;34;14;100;29;1;3
doneil-henry;TOR;21;19;1802;34;109;54.1;153;37;86
federico-higuain;CLB;29;28;2488;34;14;35.7;3;22;8
perry-kitchen;DC;31;31;2790;34;71;57.8;32;65;49
dillon-serna;COL;27;18;1623;34;32;21.9;9;15;7
chris-tierney;NE;24;21;1930;34;48;43.8;67;11;27
wil-trapp;CLB;28;28;2486;34;47;44.7;38;37;62
collen-warner;TOR;20;19;1617;34;59;47.5;37;40;31
patrice-bernier;MTL;26;20;1802;33;37;59.5;28;32;39
bobby-burling;CHV;22;20;1807;33;95;66.3;142;29;58
jackson-goncalves;TOR;26;21;1842;33;31;12.9;15;36;15
ned-grabavoy;RSL;33;30;2711;33;67;50.8;56;29;33
jason-hernandez;SJ;20;20;1732;33;92;52.2;134;18;52
pa-modou-kah;POR;20;20;1744;33;83;60.2;124;23;49
zach-loyd;DAL;29;28;2414;33;64;53.1;111;20;61
justin-mapp;MTL;23;20;1726;33;46;39.1;12;11;22
jack-mcinerney;MTL;26;21;1804;33;57;35.1;14;15;4
shane-o-neill;COL;21;21;1890;33;36;50;79;25;51
jaime-penedo;LA;29;29;2610;33;11;100;37;0;5
gonzalo-pineda;SEA;28;24;2233;33;42;57.1;16;39;36
je-vaughn-watson;DAL;31;29;2481;33;79;54.4;88;43;63
chris-wingert;RSL;30;30;2537;33;79;57;89;29;45
a-j-delagarza;LA;29;28;2491;32;45;48.9;92;24;48
landon-donovan;LA;31;30;2720;32;51;23.5;7;31;22
tony-lochhead;CHV;20;19;1697;32;65;60;94;37;35
javier-morales;RSL;30;30;2645;32;21;19.1;7;52;11
gilberto;TOR;28;21;1955;32;119;47.1;9;45;8
heath-pearce;MTL;23;20;1822;32;66;43.9;94;12;40
juninho;LA;34;31;2758;32;54;50;44;35;58
matt-watson;CHI;27;22;2034;32;37;32.4;33;26;38
gyasi-zardes;LA;32;26;2392;32;209;40.7;11;13;17
leandro-barrera;CHV;32;24;2071;31;16;0;2;18;11
matt-besler;SKC;24;24;2145;31;99;66.7;164;37;66
cordell-cato;SJ;27;16;1577;31;47;23.4;14;14;29
alex;CHI;28;24;1986;31;61;44.3;19;33;40
diego-fagundez;NE;31;25;2142;31;37;18.9;10;22;8
sean-franklin;DC;29;28;2532;31;75;53.3;65;19;70
michel-garbini-pereira;DAL;25;20;1787;31;43;48.8;36;31;43
jhon-kennedy-hurtado;CHI;19;19;1632;31;62;64.5;117;24;49
robbie-keane;LA;29;28;2549;31;18;11.1;6;23;7
fabinho;PHI;19;19;1636;31;68;51.5;58;30;77
oswaldo-minda;CHV;20;20;1614;31;32;40.6;25;41;30
dominic-oduro;TOR;24;17;1514;31;26;50;9;12;14
jean-baptiste-pierazzi;SJ;24;23;1982;31;33;48.5;42;24;43
victor-ulloa;DAL;28;26;2365;31;86;66.3;46;16;60
andrew-wenger;PHI;28;19;1834;31;84;52.4;12;27;9
tim-cahill;RBNY;23;18;1516;30;107;54.2;23;51;22
igor-juliao;SKC;23;23;1992;30;20;25;33;25;40
sebastien-le-toux;PHI;29;23;2050;30;66;33.3;6;12;15
roy-miller;RBNY;23;22;1943;30;42;64.3;43;26;48
agustin-pelletieri;CHV;27;22;1684;30;30;53.3;18;36;37
eriq-zavaleta;CHV;17;15;1323;30;73;45.2;109;14;33
graham-zusi;SKC;25;24;2151;30;40;42.5;9;24;25
kyle-beckerman;RSL;28;28;2520;29;30;70;57;38;66
michael-harrington;POR;25;21;1749;29;69;46.4;67;22;29
drew-moor;COL;23;23;1994;29;127;65.3;119;16;69
gonzalo-segares;CHI;21;20;1741;29;44;43.2;64;29;50
davy-arnaud;DC;31;30;2626;28;39;79.5;44;47;53
steven-beitashour;VAN;27;27;2371;28;39;71.8;92;23;60
steven-caldwell;TOR;21;21;1774;28;63;69.8;109;15;40
marco-di-vaio;MTL;26;17;1739;28;24;29.2;9;11;4
brad-evans;SEA;26;22;1896;28;110;61.8;45;28;34
leonardo-gonzalez;SEA;23;20;1836;28;21;76.2;66;30;45
stefan-ishizaki;LA;30;22;1898;28;47;40.4;20;21;19
jack-jewsbury;POR;19;16;1428;28;33;54.5;60;17;34
akira-kaji;CHV;15;14;1270;28;26;57.7;36;20;33
luke-mulholland;RSL;31;24;1987;28;49;30.6;23;25;37
andy-o-brien;VAN;26;25;2258;28;106;66;187;25;83
marco-pappa;SEA;29;24;1931;28;23;34.8;5;34;29
blas-perez;DAL;29;24;2062;28;213;54;38;46;10
russell-teibert;VAN;29;22;1971;28;26;30.8;22;29;28
carlos-bocanegra;CHV;18;18;1620;27;78;53.9;145;13;52
aj-cochran;HOU;19;14;1370;27;78;69.2;84;18;34
jermain-defoe;TOR;19;17;1529;27;14;14.3;0;22;3
nick-deleon;DC;32;31;2707;27;61;37.7;32;31;38
ethan-finlay;CLB;29;21;1898;27;33;30.3;8;19;14
waylon-francis;CLB;24;24;2111;27;61;45.9;78;32;47
dan-gargan;LA;29;27;2400;27;60;65;66;37;60
eric-miller;MTL;21;18;1646;27;43;51.2;52;18;41
mauro-rosales;CHV;21;16;1557;27;28;39.3;8;20;25
marcelo-sarvas;LA;28;25;2218;27;32;40.6;28;57;44
chris-schuler;RSL;25;25;2154;27;98;57.1;170;32;64
ibrahim-sekagya;RBNY;25;23;1948;27;80;58.8;96;26;66
daigo-kobayashi;NE;34;23;1867;26;11;36.4;22;21;38
wandrille-lefevre;MTL;15;13;1220;26;51;52.9;67;20;61
joao-plata;RSL;26;24;1985;26;24;16.7;1;14;4
jair-benitez;DAL;26;19;1716;25;11;54.5;27;16;37
aurelien-collin;SKC;26;25;2104;25;181;60.8;166;42;59
omar-cummings;HOU;26;14;1270;25;43;32.6;12;12;9
chris-duvall;RBNY;19;18;1604;25;35;42.9;39;8;40
sebastian-fernandez;VAN;32;24;1968;25;24;37.5;14;22;24
raul-fernandez;DAL;21;20;1818;25;6;100;23;0;2
erik-hurtado;VAN;30;19;1805;25;86;31.4;24;31;4
eddie-johnson;DC;26;22;1957;25;200;48.5;18;34;6
krzysztof-krol;MTL;12;11;961;25;27;51.9;35;24;28
armando;RBNY;19;14;1349;25;60;56.7;89;16;38
cristian-maidana;PHI;26;23;1889;25;28;53.6;4;4;6
calum-mallace;MTL;23;12;1122;25;52;32.7;29;18;34
patrick-mullins;NE;21;14;1198;25;110;45.5;2;26;1
lawrence-olum;SKC;25;21;1853;25;96;62.5;50;18;46
nick-rimando;RSL;24;24;2160;25;10;100;22;1;3
maximiliano-urruti;POR;30;12;1181;25;70;22.9;9;27;4
jorge-villafana;POR;19;17;1577;25;45;60;68;23;31
bernardo-anor;CLB;27;18;1672;24;59;50.9;32;32;36
felix-borja;CHV;12;12;1009;24;69;34.8;2;14;1
brian-carroll;PHI;21;17;1467;24;28;50;26;11;46
omar-gonzalez;LA;22;22;1902;24;118;71.2;161;28;55
gabriel-torres;COL;23;11;1090;24;15;20;4;5;1
jalil-anibaba;SEA;16;14;1283;23;46;50;54;14;44
darrius-barnes;NE;22;16;1628;23;62;46.8;57;29;38
steven-birnbaum;DC;21;21;1890;23;111;72.1;146;10;68
evan-bush;MTL;13;13;1170;23;4;50;13;0;0
gaston-fernandez;POR;32;17;1562;23;17;35.3;1;23;4
shaun-francis;SJ;20;16;1436;23;37;54;55;29;33
giancarlo-gonzalez;CLB;17;17;1530;23;90;52.2;144;15;42
mike-magee;CHI;17;17;1519;23;29;31;7;15;5
bradley-orr;TOR;19;14;1144;23;50;56;70;9;21
thomas-piermayr;COL;14;14;1146;23;26;53.9;47;18;24
conor-casey;PHI;25;18;1434;22;145;46.9;18;37;4
warren-creavalle;HOU;16;10;891;22;20;35;15;18;26
baggio-husidic;LA;34;26;2197;22;57;28.1;21;23;30
eric-kronberg;SKC;20;20;1800;22;10;80;20;3;1
nathan-sturgis;CHV;16;9;885;22;21;52.4;15;10;14
hernan-bernardello;MTL;10;10;844;21;9;33.3;12;20;23
edson-buddle;COL;18;12;1116;21;96;47.9;4;24;3
marky-delgado;CHV;20;12;1120;21;32;34.4;10;24;16
stephen-keel;DAL;16;14;1307;21;49;51;73;13;23
peguy-luyindula;RBNY;26;15;1385;21;35;34.3;3;15;15
darren-mattocks;VAN;30;20;1802;21;135;34.1;12;24;7
justin-meram;CLB;32;19;1683;21;36;41.7;13;27;20
leonardo;LA;24;20;1837;21;95;55.8;118;19;40
luis-silva;DC;27;22;1523;21;42;40.5;5;20;14
tommy-thompson;SJ;13;8;690;21;13;23.1;2;4;4
fanendo-adi;POR;24;18;1512;20;107;38.3;15;27;1
tesho-akindele;DAL;26;18;1748;20;113;40.7;6;18;9
kevin-ellis;SKC;20;16;1538;20;66;56.1;104;22;49
fabian-espindola;DC;27;24;2124;20;118;45.8;4;49;10
atiba-harris;SJ;24;19;1585;20;155;56.8;20;46;18
gershon-koffie;VAN;21;17;1541;20;47;48.9;27;36;18
paulo-nagamura;SKC;21;21;1745;20;39;35.9;21;31;14
nigel-reo-coker;CHV;9;9;770;20;3;33.3;2;12;11
liam-ridgewell;POR;15;15;1350;20;65;70.8;109;16;38
chris-seitz;DAL;14;14;1242;20;10;80;13;0;0
djimi-traore;SEA;15;13;1159;20;41;53.7;66;10;40
greg-cochrane;CHI;12;12;1063;19;27;48.1;36;6;28
hector-jimenez;CLB;24;19;1694;19;42;47.6;23;17;24
jj-koval;SJ;22;9;954;19;66;56.1;26;15;23
;SKC;22;13;1301;19;49;44.9;20;12;27
vicente-sanchez;COL;17;12;1011;19;9;33.3;1;12;5
zach-scott;SEA;18;16;1389;19;104;59.6;98;26;52
jared-watts;COL;17;13;1149;19;65;35.4;35;25;33
scott-caldwell;NE;26;14;1553;18;40;42.5;38;29;37
marvin-chavez;CHV;14;8;703;18;13;38.5;6;17;9
adam-moffat;DAL;20;13;1149;18;31;48.4;27;22;29
tyson-wahl;CLB;18;15;1396;18;36;63.9;85;21;39
carlos-alvarez;CHV;11;7;694;17;25;36;10;16;8
carlos-alvarez;COL;10;6;568;17;12;41.7;3;12;5
brandon-barklage;SJ;13;10;908;17;36;61.1;38;12;37
kenny-cooper;SEA;22;12;989;17;56;37.5;4;18;3
marlon-hairston;COL;22;9;988;17;40;52.5;9;12;15
ty-harden;SJ;17;13;1226;17;49;59.2;59;8;33
patrick-ianni;CHI;12;11;1013;17;41;73.2;65;15;48
johnny-leveron;VAN;16;15;1394;17;60;58.3;88;15;42
ambroise-oyongo;RBNY;13;11;1045;17;22;45.5;20;10;17
alvas-powell;POR;15;11;1052;17;40;57.5;39;21;37
david-texeira;DAL;19;9;839;17;60;31.7;7;21;5
hendry-thomas;DAL;10;9;770;17;32;43.8;16;19;36
josh-williams;CLB;14;13;1123;17;36;55.6;34;14;21
jairo-arrieta;CLB;23;14;1236;16;34;26.5;3;26;3
servando-carrasco;HOU;16;9;784;16;15;53.3;18;9;20
yannick-djalo;SJ;18;13;1136;16;17;29.4;3;11;19
andy-dorman;NE;16;15;1237;16;24;54.2;23;21;30
dilly-duka;MTL;14;12;1023;16;19;21.1;3;18;8
leo-fernandes;PHI;13;7;697;16;21;52.4;5;8;7
cristian-fernandez-salas;DC;15;15;1342;16;49;53.1;50;14;61
luis-gil;RSL;26;16;1386;16;13;7.7;11;12;11
jhon-kennedy-hurtado;CHV;6;5;450;16;27;44.4;35;13;28
chris-korb;DC;19;15;1376;16;21;38.1;37;15;51
kekuta-manneh;VAN;29;13;1198;16;28;46.4;8;13;10
danny-o-rourke;POR;12;10;975;16;31;58.1;71;12;28
maxim-tissot;MTL;20;7;762;16;17;41.2;11;7;9
grant-ward;CHI;23;12;1051;16;13;23.1;6;13;7
ethan-white;PHI;12;12;1042;16;40;45;49;12;32
kyle-bekker;TOR;20;13;1117;15;12;41.7;11;16;26
jay-demerit;VAN;11;11;924;15;68;51.5;76;9;35
andres-escobar;DAL;23;18;1590;15;17;35.3;5;15;12
moises-hernandez;DAL;17;13;1116;15;32;53.1;32;30;30
andrew-jean-baptiste;CHV;10;8;731;15;12;50;55;10;17
benji-joya;CHI;12;9;651;15;14;21.4;2;16;4
patrick-nyarko;CHI;17;9;846;15;36;61.1;10;11;12
norberto-paparatto;POR;13;12;1049;15;76;76.3;93;16;51
nigel-reo-coker;VAN;12;8;697;15;1;100;7;19;8
robbie-rogers;LA;19;15;1372;15;57;52.6;54;24;37
chris-rolfe;DC;21;20;1679;15;50;44;11;12;27
alvaro-saborio;RSL;16;13;1148;15;66;48.5;11;25;2
rodney-wallace;POR;17;12;1058;15;53;43.4;14;25;18
